id,title,price,price_per_sqm,rooms,area_total,area_living,area_kitchen,floor,floors_total,district,address,metro,year_built,house_type,deal_type,property_type,description,url,source,label,collected_at
cia_54fb3e18,"Студия, 16 м², 4/5 этаж",25000.0,,0.0,16.0,,,4.0,5.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/277909171/?context=3.xa-UY1vvUMo.Vjb5jd-pgxWmDh5r5BAM5ZODJTQme1EpJYt4ARj5Qg1ise-evUr41bpHI03YPqaKGOcFkkRhig5Fkg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:20.789240
cia_735a1046,Уютные апартаменты у метро,35000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/309657949/?context=3.tzf1CCcv8Zo.ScVD87GUUYtFYNRfV1YI6F2Gpzw2IPwFRemGtVVfdVBYvA-0Rbkau03W_oBVkMEgIGKCK2-ZQLSU6Q&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:20.790789
cia_411e21e7,Двушка в минуте от Невского,,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/156097659/?context=3.ZXPV4nX694E.Qc69YkGeb7ZriFx0GfmcUOqXmVvgyYzNTn2YhhsIihNFEWDHEyjklNXCdPibGwGvN17WuJmKEHOsjQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:20.792958
cia_4531d0f8,"1-комн. квартира, 35 м², 4/6 этаж",40000.0,,1.0,35.0,,,4.0,6.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327471832/?context=3.FmLS1oGmmyI.706ZSeiRaOlT3jOQeZr_x4UUwzVO6Q01tcx6gAKBCROtjLaRWnrrgc32FbsI01GYaHjA7HJ-DpLTpQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:20.794430
cia_558a95ee,Сдам евродвушку,50000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/319785780/?context=3.-u9q0bnnyzk.j3nt9a0FDZhDg41B2T3OgtDFMcRR3NMTauCYvzFp47ZCr9KRh2Uf824Z0SJNGVfE6A3Iv5X753Do9A&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:20.795924
cia_8d4c91e5,"2-комн. квартира, 50 м², 7/9 этаж",110000.0,,2.0,50.0,,,7.0,9.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327028302/?context=3.KZrlU4mqdzo.-R0oqhrNx0KHNvVa-anrsWBE_VGCpcJ6Rjzf2LJCnlFp7hq8FognIszzV813ULkPtgL26oZbwoExvQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:20.797331
cia_cb979281,Сдается впервые! Мебель и Техника,34000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/321128144/?context=3.9kVbtMcYVdk.QRCwHVBOfoAsl91jVtRCk3KxNAXP-IGN780VzkwwQuWCFCUOmodIc5ZBxoqmZeS5ajvYQh61XmWqGg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:20.798319
cia_8bdae172,Двухуровневая квартира у Эрмитажа,,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/312661164/?context=3.bNHko5piNP4.xwiaVRmzAVI-Sgj-xtk85dT31lxa4FMWlgFFrmdaCJdbV_Xr8POijFEZQFVqQ0ze0ZWpcdguUfJwLA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:20.800408
cia_b624d367,Комфортные апартаменты у метро,45000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/316613940/?context=3.8jJTaPZlI8s.0W_vhZ7argjFlxF70IXEw9QwfgM29O6CFBcVRSt2zzSiyXntelwnpbySRq0AdNPdYYS2kjluTJPM2A&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:20.801928
cia_054da440,Просторная двушка в сердце СПБ,70000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327563129/?context=3.J9qbWg5PYLg.y75MfkfWH2Zzwg7Jxwa-ZOPV9pT9bhH55qXwcV6rRqIWciMsTJBPfOJZq6gHUBx3gkrTw-GmJtoDew&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.305103
cia_6490fb94,Квартира в центре .,3490.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/314879731/?context=3.4NvAp7mai0E.s0I_POv6xBcW1i09kn6RDq48iPLxd_07kAlMLKDhxjZLCoLzy61cliRNUcUV1brszoAli-yTJXTkvQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.306660
cia_0437dbdb,Квартира с балконом,2000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/324450982/?context=3._cKqMTgcrZE.fpvXOMHfOF-V4RcFFiOkVDjtOYyoXRYbzTnfIWMYuKkFIqID3exLRpvAUYPz9f5q56GWS5WMNr9BQw&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.308248
cia_d8bc9f7c,"2-комн. квартира, 86 м², 1/12 этаж",80000.0,,2.0,86.0,,,1.0,12.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327498882/?context=3.OARVLejT00E.5my4wzIFbyCT4ERhFboRcJxgOZdwy3BqBPnioYvm2wCoGZYx4MVQydnW5w_FPPp5XKIytw3lylv6oQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.309411
cia_50e0b894,Miro 170м2 от CITI Apartments,19000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/275017527/?context=3.PBSVkbwhBuU.Vuve7wbl_KrrRmHV5lgyITwThh9c6yJwBQPt44BDgHz69SHpUG7tUlk8P4nqpXNaaY8JIAo-ACewtA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.311026
cia_2568053e,"Студия, 28 м², 1/5 этаж",35000.0,,0.0,28.0,,,1.0,5.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/321039016/?context=3.tKqf9RHTh9Q.rQdY_LTivRARy2EfjRXfONRrNjJ8uySN4Ako6bCWY023OQRLmHCnuvSXwUcb469-7YEGmCjp_zOSNg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.312544
cia_f48499be,"2-комн. квартира, 72 м², 8/11 этаж",70000.0,,2.0,72.0,,,8.0,11.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326379477/?context=3.byF1Nwy6RDY.gR0L6E8ovPiMgjuu5Nt0NTAA1QPp6QIN_ueAoTyqMutbiyI2PHdlFrcuLAiEK8FaAHsW0kWqxSHs1Q&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.314193
cia_c9c41bde,На Невском с видом на церковь,7000.0,,,,,,,,,Санкт-Петербург,,,,sale,house,,https://spb.cian.ru/rent/flat/314082640/?context=3.GZZG95ftF0Y.02A8L4Vv4ZbdlLMZLX6aNpTakioWW-1L62qFRKsBIqj-rKGUoiOKeUf6JRiA_Oklkmgg9Hyy4I0FwA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.315717
cia_05a09871,Светлая 3ккв с огромной террассой,120000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/319046047/?context=3.bCY2MnoonUk.BnK9nfFQowdwn7QNxUSgq-RbBtSFD93I54fsDmtxrDaEO4-RyBI2uebs46xv0ZziKfCEj1uWgR_QKA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.317335
cia_d9f93264,"2-комн. квартира, 53 м², 2/12 этаж",45000.0,,2.0,53.0,,,2.0,12.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/280885674/?context=3.4l3I7_-zAw4.RgR4N639VyZFk8pFi0-6APYARoIuYKczpL83rSqQycE6ZbbWM-9oYJ7FW4ViQkXyBGfgpL5zjjVBdw&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.319229
cia_47bc8432,"The лучшее, что вы видели сегодня",100000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326444688/?context=3.O5Ct2_wYzIY.G7XuDLwgQsh69ptmXFkS-tnomPJxyr7rAiCn77TjQu3hHShyvlzac1X_mS2XfcEV2v0cE4L7VmGRxQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.320787
cia_5cd8dc6b,Большая двушка для 7 гостей.Метро,5890.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/304718591/?context=3.gYHAzov62z0.hFEgXuaX3OAMzGqYsQa7JKlEaM8Q216ncKYVOeWyBB-2uQxknkQGGX9B1O45hn4bRYAj6TiSs_m7qg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.322688
cia_1b3a0744,Идеальная для жизни 1к квартира,50000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/287997935/?context=3.EkigVUNlY40.d3jyVWOyX2ufzQWcKy_Ml3ZtpjLS-_LOPxOF9lz618Lcb_TTNfyalnxUTCotrezYYdirzVZPQbJyIg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.323769
cia_588d5150,"2-комн. квартира, 68 м², 11/25 этаж",6100.0,,2.0,68.0,,,11.0,25.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/304010223/?context=3.60hKeuet4_g.jFmqVAUgioDtle_JKAriJDuaw-KvuPfTVtyOZu2d2N3K5kY3_5nvp7GyUshpxMO9BlJOExQAiUkv5g&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.325335
cia_07cd13d3,"1-комн. квартира, 31 м², 2/5 этаж",25000.0,,1.0,31.0,,,2.0,5.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327783795/?context=3.G6zupFn21-Q.hRdaAZPSqxUgeZHdhl5G7IgBga3j0gVU4Iz7RXShMGuIvEkNCWaOiUYs6cJSvr0MDex4uSnIgpjFYA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.326826
cia_bec585a0,"Уютная, светлая,  однокомнатная к",33000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326284211/?context=3.9ttOANt9SDA.-B4Y_Vd_ic2b_sUFBo5qfCthBQgquoKyTCnvj3pxUvrDDnZK6jf1dzEWstDYexoCaPddhtYrdUkw4A&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.327879
cia_a81a2567,"Отличный ремонт, всё есть!",27000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327237808/?context=3.KSMo_6PNB2A.60k4d_7ULgYPFqQZ2D2LZc43wYXFZzHIkcHKZXwxws_s1jIuSIWlMDjbbzjtTBhf3x_XyKfHYyDktA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.329551
cia_188d8ded,2х местная студия у метро  В.О.,34000.0,,0.0,,,,,,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/307338966/?context=3.O97UaobZF94.SJ1mvtBdF-igjPHtmmHFIgnC1dtJTV7w7mYXh9JnF_TrOMhwr59oTcXwAGl6HQFLPwG-LeI8uEMu3w&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.331384
cia_3c767387,"1-комн. квартира, 36 м², 2/9 этаж",23000.0,,1.0,36.0,,,2.0,9.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/294453771/?context=3.KMcKSsKAFFY.W7FNBZJ1PMMVBwlgDU28izevB787VzexEtrd9PoGGFoZ__NjUicriPIOd1VJuiRaUSMTXR7IeMecmg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.332483
cia_b13dd4ec,Без депозита! Рядом метро,48000.0,,,,,,,,,Санкт-Петербург,,,,sale,house,,https://spb.cian.ru/rent/flat/327283381/?context=3._WNoG1rXnAg.z3-n1Qs2V3h1q0LVwXmEV9nwtCaxxF4mAuKK5b9ka5CAPsKxcOx5w4tobY2TnfRuOhfyhqUzYx3O9w&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.334054
cia_35a3c9ab,"Собственник,без комиссии.",48000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/202522298/?context=3.J3BFFMAJ01M.OCyYBjBIBhrL0S3IxM7-zbmQclzIYbv9WEuEF3-GpJotVCmDggkiucodOi79Xb-EEWDV-Or9xRk_VQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.335665
cia_6c415537,"1-комн. квартира, 41 м², 20/24 этаж",42000.0,,1.0,41.0,,,20.0,24.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/282451631/?context=3.sZ-Y34AEWmo.byY9ZwzThrfreGPhI2q7xn8FNBCvV3cPTzLxvFrXyOsBhy63ivScnvEMyaVwVbMIzTUVVi2kwc3zPQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.337253
cia_effad767,Без депозита! Пешком до метро,47800.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327776759/?context=3.LrecFqcKJ4c.mWkh5qG-37EhC6SAK-2KmxHjz8gutFS7uftqEr8TFFO5viUMeTs1bIgncSBBYVBKAoWaicds0PvumQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.338830
cia_898e05d3,Просторная квартира у леса!,46500.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326060975/?context=3.WsOuldZSUNk.BLRm2DrUvaSpTBAHv5hqstrCgAQzSyIz_hGPBFiV_PK2BvpUISzFfoxR0N_X_0VAxwcIefZrBah_jQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.340363
cia_243c57be,"1-комн. квартира, 40 м², 4/7 этаж",45000.0,,1.0,40.0,,,4.0,7.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327568279/?context=3.ydBnb2Pgw7k.2UNrp0EFySab2-VhFG1PxbvJxxZr4TKGAJHflLKXybs5nZpC2JkFGSfZIvHbD43AbuIx6EdV1xQVqg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.341280
cia_a0dbb76e,"1-комн. квартира, 40,2 м², 3/4 этаж",38000.0,,1.0,40.2,,,3.0,4.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326903805/?context=3.ho8b5vHCUd0.OBansmPe2QOG2_Q2oCMuFp4PZQlMKDyjSaz4tcDTSM-pL0dYFm0eJqd8nNMOyTigUo-ExB6U0Lma6g&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.342753
cia_ae9f0dc6,"Хороший район, отличный ремонт",47100.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/323993058/?context=3.5pYX3u34MWI.BoolFqmjbGMSIXHs7fQLo4qerrm9GiOGtNH0lTUUlUehpf72eIbRfkydTDhx1cPyTVj-0NUSVEnkZA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.344176
cia_84beeded,"1-комн. квартира, 35 м², 12/17 этаж",28000.0,,1.0,35.0,,,12.0,17.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327484438/?context=3.E34_YKjVWHg.OHzdLj6cIS6wHHyXIT74h_ecLXmQuUAS2xygwY1OhC13wb_wlipXqe1iNQitR3r6Xi-xJfE-1NmLOA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:29.345619
cia_2ae00523,Без депозита! Пешком до метро,47800.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327776759/?context=3.KF6suaBmD-s.DjzXlWtSMxgmKphSXmoa3RYrFF3CTS3y86kINEiWbMhonstyu2le3dUIbqFhw26eQHDxqHZO6uuHdA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:38.273503
cia_bbb390d8,"Собственник,без комиссии.",48000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/202522298/?context=3.9F-7DOKmDhc.6TkYzzr7FXIBsZzjvsQ1_TlyWqvXUDjhz62cHwFzCajVEmbqBoitd0cHzgVUNucL4ptpQrWEuSh8GQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:38.275144
cia_46ef558f,"Студия, 24 м², 1/6 этаж",40000.0,,0.0,24.0,,,1.0,6.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/274162192/?context=3.2aXU8gnGngg.rBFhl5M894i-NVNX7jbH-S-wi3GJflIBm7UAiLdCnvZGkrMGjj08_Q-BCvhYHbVIIcoD8vQUIbVmaA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:38.275993
cia_df5293b8,Без депозита! Пешком до метро,42600.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326701307/?context=3.IIdPvhA8MDo.-eceR34kkUM463pgkCIDYnFgiOlVLw1ETneqcmgUkoSOId1CQZyzU6vikdQtryMhVeJF4GaJdQ57HA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:38.277489
cia_bf5beb11,"Хороший район, отличный ремонт",47100.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/323993058/?context=3.ThoaYIb4qok.bX4J4PXVQUClrut-p-5LL_VUi57auIRkBVbStq4NObDDVL9yWoILvjF3vtmFGzaRIleEJ09iFNb94Q&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:38.279009
cia_a4d17474,Без посредников  1к.кв Московская,39000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/317139956/?context=3.omRVr2-wsIM.jJy_D8OU3_Pm_DnB-5X8diFmiaa1bVFksGk11HsPL5SUh27ce6Sges2nVWq_2v_s8bKbb-_14jzgBQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:38.280493
cia_a246ad48,Просторная квартира у леса!,46500.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326060975/?context=3.wBNDXVjAOdI.9S5SK7IUl3ib-nFIIK8gJbtLShnrbzg1ePhPtjoCL7McSAu-XFriO2s7CYpoi_fjljpqgc5hDoCniw&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:38.281927
cia_cd942b83,Пешком до метро! Без депозита,49900.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326249095/?context=3.g31La6xpPbo.O3FtcyzoJMIf9DZ236iU7DwYV_r-LHRbsvdz8WbflqY0UJSNwE7KzYZRDCOZtm_9l8Z1T2P1dd0BmQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:38.283346
cia_7eb733f5,"1-комн. квартира, 29 м², 4/4 этаж",40000.0,,1.0,29.0,,,4.0,4.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326296689/?context=3.r4PUDBp4VX4.d0XzMAGKaTX8FeRfa5Ec5e03ekrkTnX-wL4NUGCycdE2tDusukhP1lZuQJNfaEj3PtBtilwV9DboEg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:38.284246
